item_name,category_name
doğuş mor meyveler meyve çayi 20 li poset,çay kahve
lipton dogu k.deniz 1kg çay,çay kahve
koska helva kakaolu 500 gr.,kahvaltılık
ülker cokokrem golden 700 gr,kahvaltılık
coffee mate 100 gr,çay kahve
papia mendil 10lu 10paket,kağit mendiller
solo ultra havlu 6 li %25,havlu kağitlari
hamurana koy eristesi 400 gr,makarna
zencefil,sebze
bizim makarna fiyonk,makarna
lavache quirit300gr+100gr bedava,peynir
ülker cokokrem golden 400gr,kahvaltılık
dr.oetker pudra sekeri 150 gr,toz tatlı
tat aci biber sosu 270gr,hazır yemekler
kecheese yoruk keci peyniri,peynir
oncu biber salcasi tatli 1850 gr,hazır yemekler
balparmak suzme çam bali 3 adet tüp,kahvaltılık
cafe crown 3 u 1 arada action,çay kahve
shazili hazır turk kahvesi sekerli,çay kahve
h.sakir samp.2in1 nar,saç bakım
wella pro-series şampuan 500ml hacim,saç bakım
pantene 700ml şampuan aqua light,saç bakım
colgate misvak beyazlik 50ml d.m.,ağız bakim
koska recel çilek 380 gr,kahvaltılık
tat recel visne 380gr,kahvaltılık
bebak aci badem kremi 20 ml. minik tüp,vucut el bakimı
doritos nacho peynirli 131gr,büskivi çerez
berrak salamura yaprak 500gr,hazır yemekler
elseve 650 ml samp.+360 ml s. kremi komple onarici,saç bakım
dove şampuan 700ml renk koruyuculu,saç bakım
f saff buzdolabi poşeti orta 100 adet,mutfak eşya gereçleri
kismet tavuk gogsu tatlisi 300gr,sütlü tatlılar dondurma
sitil special 60 gr siyah,ev temizleyici
glade automatic sprey yedek 175gr apple,ev temizleyici
ernet koku giderici askili 70 gr,ev temizleyici
banat vidali camsil+firca sapi hed.,ev temizlik gereçleri
mr.muscle krem 750 ml.floral,ev temizleyici
colgate d.m.maxfresh 125ml.+50ml hediye,ağız bakim
doğuş bahçe domates salcasi 830 gr,hazır yemekler
elhim t2-20w 2700,elektronik
elhim t2-15w e276400,elektronik
philips 57 w 700 lm,elektronik
oyali dil peyniri,peynir
alaturca corekotlu kitir 60gr,büskivi çerez
içim labne 500 gr,peynir
wella tup sac boyası 3.0 koyu kahve,saç bakım
peyman antep fistigi 70 gr,büskivi çerez
banvit cordon blue 300 gr,kümes hayvanlari
sutas buyumix 6 li orman meyveli yeni,yoğurt
pam sıvı sabun 1 lt hindistan cevizi,duş banyo
lipton ice tea 330 cl icecek green,gazsız içecek
h.sakir sıvı sab.2 lt h.cevizi sutlu,duş banyo
"aspirix cok amacli temizlik sıvısi 2,5 lt",ev temizleyici
tamek ketcap 750gr normal,hazır yemekler
nestle müsli tropikal meyveli 350 gr,kahvaltılık
vernel 1.5lt max ametist,çamaşır yikama
vernel 1lt gulun buyusu yumusatici,çamaşır yikama
uludağ mandalinata 1 litre,gazsız içecek
ülker golf sizin icin kakao-vanilya 1 lt,sütlü tatlılar dondurma
ülker bebe 400 gr.-145,hazır yemek mama
sek tereyağ 250 gr.,tereyağ margarin
pınar ton balik 3*80gr eko paket,hazır yemekler
"wella tup sac boyası 7,77 işiltili kahve",saç bakım
peyman çitliyo aycekir.daha tuzlu 156 gr,büskivi çerez
peyman asorti mix 175 gr,büskivi çerez
tadım tadımca findikli 30 gr,büskivi çerez
sutas tereyaği 1000 gr.,tereyağ margarin
sutas babymix sade 4lu,yoğurt
sek tereyaği 125gr kase,tereyağ margarin
halk puding çilekli 150gr,unlu mamüller
dalin bebe şampuani 125 ml,bebek bakim
h.sakir sabun 5*70 gr limon ferahligi,duş banyo
yaren burak mini renkli silikon kek kalibi,mutfak eşya gereçleri
p.bahçe 42021 opt.çay bardk 12,mutfak eşya gereçleri
borcam 59010 kapakli dikdortgen tencere,mutfak eşya gereçleri
ülker cola 330ml turka,gazli içecek
ülker hanimeller 3'lu findikli,büskivi çerez
halk duble gofret vanilya 140gr,büskivi çerez
sener tahin 300 gr cam,kahvaltılık
carte dor çikolatali sos 118,unlu mamüller
"omo matik 1,5 kg active fresh",çamaşır yikama
sultan karisik roll.ekmek,unlu mamüller
raid sinek savar 2 in 1 su bazli 300 ml,ev temizleyici
ramazan pidesi 400 gr,unlu mamüller
doğuş meyve çayi bogurtlen 20li poset çay,çay kahve
lipton tb 50gr kusburnu 20li,çay kahve
doğuş rize harmani çay 500gr,çay kahve
nestle nesquik çikolata 23 gr,çikolata gofret
bizim makarna ince uzun,makarna
f baktat patlican kizartma 300 gr,hazır yemekler
sutas yogurt kaymaksiz 1kg,yoğurt
kuzu bobrek,kirmizi et
islenmis kuzu pirzol,kirmizi et
pasakoy yogurt 500gr,yoğurt
knorr cabuk corba kremali tavuk 18gr,corba bulyon
taris z.yaği sizma 1lt tnk,sıvı yağlar
içim m.suyu 200 gr karisik,gazsız içecek
duru 1+1 4lu guzellik sabun lotus 400gr,duş banyo
selin koku giderici islak mendil 3 lu,islak mendil havlu
komili islak temizlik havlusu 90 'li %30 bed,islak mendil havlu
eti form portakalli biskuvi 30 gr,büskivi çerez
koska fistik krokan 50gr,kahvaltılık
yahyaoglu 30 lu small,yumurta
koska helva kakaolu 1000 gr.,kahvaltılık
f neffis kakaolu findik kremasi 400gr,kahvaltılık
koska helva sade 200 gr.,kahvaltılık
koska helva cevizli,kahvaltılık
bayce 250gr siyah çay,çay kahve
duru natural gliserin badem 720 gr,duş banyo
duru gourmet dus jeli 500+250 visneli turta,duş banyo
aroma tropikal visne kutu 200ml,gazsız içecek
signal d.f. double action,ağız bakim
yaren perfect sosluk sutluk 12 cm,mutfak eşya gereçleri
deep fresh limon kolonyasi pvc 325 ml,parfüm deodorant
yaren artcraft dekorlu su bardagi 6li,mutfak eşya gereçleri
bizim mutfak corba kofteli nohutlu lebeniye,corba bulyon
kartal makarna manti 500gr,makarna
kavun,meyve
solo super pecete 200adet %20ucuz,kağit peçeteler
bebelac 2 900 gr devam sutu,hazır yemek mama
bebelac 4 devam sutu 500 gr,hazır yemek mama
orkid ultra platinum comfort 8ad uzun,hijyenik pedler
joly kanalli kanatli normal 10 ad,hijyenik pedler
sutas yogurt 1kg tava sutaski,yoğurt
sutas suzme yogurt 750 gr,yoğurt
lipton berrak yeşil çay balli 20li,çay kahve
akdem ihlamur 50gr yaprakli,çay kahve
kent 375 gr seker,bayramlik
ülker 80 gr golden bitter kare çik. a.fist.,çikolata gofret
milka 80gr çikolata sutlu,çikolata gofret
ülker dido tane tane çikolata 96 gr,çikolata gofret
bağdat kekik 30gr,tuz baharat
banat sapli paspas,ev temizlik gereçleri
banat yer silecegi 55 cm,ev temizlik gereçleri
sitil special 60 gr k.kahve,ev temizleyici
banat mikrofiber paspas mop,ev temizlik gereçleri
kismet profiterol 300gr,sütlü tatlılar dondurma
land lite elt/m-9w,elektronik
tat haslanmis nohut 850 gr,hazır yemekler
hero muzlu pirinçli devam 250gr,hazır yemek mama
hero baby meyveli 8 tahilli 500 gr,hazır yemek mama
ari 12 vit.6 min.pirinç unu 125 gr sutlu elmali,hazır yemek mama
ari patates nisastasi 200gr,hazır yemek mama
hero baby sutlu pirinçli 500 gr,hazır yemek mama
hero gogly pirinç unu elma,hazır yemek mama
ari 12 vit.6 min.sutlu pirinç unu 250 gr,hazır yemek mama
hero bayby meymeli tahilli 125 gr,hazır yemek mama
hero baby karisik meyve 125 gr,hazır yemek mama
hero baby 8 tahilli sutlu peynirli pekmezli 250 gr,hazır yemek mama
ari 12 vit.6 min.7 tahilli 250 gr,hazır yemek mama
ari 12 vit.6 min.sutlu balli irmik 250 gr,hazır yemek mama
ari 12 vit.6 min.sutlu-muzlu g 250 gr,hazır yemek mama
ari 12 vit.6 min.sutlu karisiksebzeli 250 gr,hazır yemek mama
hobby şampuan protein 700 ml isirgan ozlu,saç bakım
nescafe gold 200gr alana coffee mate 200gr hediye,çay kahve
koska recel gul 760 gr,kahvaltılık
koska recel karadut 380 gr,kahvaltılık
sener recel 380 gr çilek,kahvaltılık
jacobs monarch 2gr.,çay kahve
colgate d.m.cocuklar icin 50 ml,ağız bakim
bizim mutfak citr pane harci 100 gr,tuz baharat
k.plast cop torbasi std jumbo boy,mutfak eşya gereçleri
land lite elh/m-8w,elektronik
olca biber salcasi 900 gr tatli,hazır yemekler
elidor 350ml samp. yumusak ve ipeksi,saç bakım
egos sac jolesi400 mlcok sert,saç bakım
land lite elt/m-15w,elektronik
tuzot 200 gr klasik çeşni,tuz baharat
knorr basamel sos 75gr,tuz baharat
colgate d.m optik beyaz 2'li ozel paket,ağız bakim
bağdat corek otu 90gr,tuz baharat
cook yağli pisirme kagidi kesilmis,mutfak eşya gereçleri
calve ketçap 400gr sade,hazır yemekler
"loreal sac boyası 4,03 yogun kestane",saç bakım
sana kase margarin 250 gr.,tereyağ margarin
sutas buyumix 6 li seftali-kaysi yeni,yoğurt
reis borulce fasulye 1kg,bakliyat
domestos yuzey temizleyici 1 lt aktif,ev temizleyici
"tursil jel 2,409 leylak",çamaşır yikama
vernel 1.5lt max royal gul,çamaşır yikama
vernel 1lt lavanta&vanilya yumusatici,çamaşır yikama
fax sıvı sabun inci 500ml,duş banyo
fuse tea 330 ml karpuz,gazsız içecek
yumos 2 lt cicek bahçesi yumusatici yeni,çamaşır yikama
lofçali arap sabunu kase 750 ml,ev temizleyici
camsil yedek sise 1 lt.,ev temizleyici
yorsan kasar peynir 700gr,peynir
ülker yupo jelly çilek 80 gr,sakız şekerleme
halk bebe biskuvisi 900 gr,hazır yemek mama
wella koleston 7/64 maxi,saç bakım
tamek dilimli jalapeno turşu 370 cc,hazır yemekler
dardanel ton 2*160gr.eko,hazır yemekler
tat ketcap 345 gr.acili,hazır yemekler
f saff yumusatici 1 lt.sensetive,çamaşır yikama
bingosil fresh 3lt.pembe dusler,ev temizleyici
dalin bebe şampuani kremsiz 500ml,bebek bakim
dalin bebek şampuani 1000ml.,bebek bakim
uni kulak cubugu 100 adet,bebek bakim
wee 761 pipetli bardak,bebek bakim
wee pudra,bebek bakim
wee cam biberonu,bebek bakim
komili riviera z.yağ 1 lt. pet,sıvı yağlar
duru beyaz 700 gr klasik sabun + arko krem,duş banyo
içim m.suyu 1000ml portakal,gazsız içecek
bingo 5 kg automat sensitive,çamaşır yikama
omo matik 5kg yumos,çamaşır yikama
bizden pudra sekeri 250 gr,unlu mamüller
koska keciboynuzu 800gr.pekmez,kahvaltılık
komili sizma zeytinyağ 1lt.pet,sıvı yağlar
pınar denge laktozsuz sut 500ml,süt
lux sabun 90 gr uzum ozlu,duş banyo
ülker hanimeller tuzlu kurabiye,büskivi çerez
ülker ikram 101 kakao/findik 100gr,büskivi çerez
uno premium çavdarli ekmek 480gr,unlu mamüller
ülker probis proteinli biskuvi 30 gr,büskivi çerez
sek krema 1/5,toz tatlı
portakal washington,meyve
arko tras kremi 100 ml sensitive,traş malzemeleri
f neffis filiz çay 500gr,çay kahve
doğuş kiraz sapli yesil çay 20'li,çay kahve
ülker metro karamel 19 gr,çikolata gofret
nestle 80gr bitter çikolata108,çikolata gofret
nestle 90gr damak a.fistik,çikolata gofret
nestle nesquik 180 gr kakaolu,çikolata gofret
cakmak mutfak,mutfak eşya gereçleri
besler dilimli sucuk 330gr,et şarküteri
tillo 1275 camasir ipi orgulu 10 me,mutfak eşya gereçleri
s.brite cirtcirtli mikrofiber yer tem sis.,ev temizlik gereçleri
s.brite cokamacli eldiven 7,ev temizlik gereçleri
goody etli kedi mamasi,kedi mamalari
dr.oetker creme ole çilek 110gr,toz tatlı
edirne yardimci inek peynir vakumlu,peynir
ülker cokokrem kase 100gr.-54-,kahvaltılık
safranbolu cevizli lokum 450 gr,kahvaltılık
koska yaz helvasi meyveli 500gr,kahvaltılık
sarelle duo 350 gr,kahvaltılık
karaagac kakaolu helva 500gr,kahvaltılık
duracell 4li kalem pil aa lr6,elektronik
ruffles ketçap cesnili 119gr,büskivi çerez
ege baglari uzum sirkesi 2lt.,hazır yemekler
sitil eco pack farell islak mendil hed.,ev temizleyici
sutas tatlimmm muzlu 4*75 gr,sütlü tatlılar dondurma
glade el. oda parf.+pot-pori,ev temizleyici
air wick aqua mist cool linen,ev temizleyici
yumos sprey comfort spring 500ml,ev temizleyici
elseve kofre 360 ml samp.arginine+200 ml sac kremi,saç bakım
air wick renk veren mum 155ml karamel,ev temizleyici
ipana pro-expert 100 ml.,ağız bakim
pringles 165 gr texas,büskivi çerez
tamek konsr patlican kizrtm.215 gr,hazır yemekler
tat köy domates salcasi 560 gr.cam,hazır yemekler
kar patos rolls 76gr. acili,büskivi çerez
akat gardi sac spreyi 180gr yağli,saç bakım
knorr salata sosu s-s. 5 li,hazır yemekler
fersan elma sirkesi 500 ml cam,hazır yemekler
ernet rezervuar blok deodorant,ev temizleyici
bağdat kimyon 90gr,tuz baharat
tamek ketcap 500 gr,hazır yemekler
argem metal masa,mutfak eşya gereçleri
argem kucuk metal lavabo suzgeci,mutfak eşya gereçleri
argem metal suzgec no 2,mutfak eşya gereçleri
f saff sıvı el sabunu meyve aromali 500ml,duş banyo
pam sıvı sabun 400ml tropikal,duş banyo
argem pipetli bardak,mutfak eşya gereçleri
fersan nar eksili sos 2'li paket 430 gr,tuz baharat
arko men banyo tiras bicagi 5'li,traş malzemeleri
nestle nesfit buğday pirinç 250 gr,kahvaltılık
kent olips poset c vitamin 40gr,sakız şekerleme
kent olips balli & limon aromali 40gr,sakız şekerleme
dove deo sprey original 100 ml,parfüm deodorant
wella tup sac boyası 8.1kullu kumra,saç bakım
permatik tekli 5li poset,traş malzemeleri
argem dogal cira,mutfak eşya gereçleri
bizim kirmizi mercimek 1kg,bakliyat
bizim ketcap 750gr + mayonez 650 gr,hazır yemekler
wella koleston 4/0 maxi,saç bakım
garnier sac boya 5.52 çikolata kahve,saç bakım
bizim mısırozu yağ 2 lt.pet,sıvı yağlar
huner margarin 250 gr. paket,tereyağ margarin
bingosoft 1lt kis surprizi,çamaşır yikama
ariel professional sıvı 1 lt,çamaşır yikama
bingo sıvı det.4 lt.siyah,çamaşır yikama
bingosoft 1lt.sensitive yumusatici,çamaşır yikama
argem vantuz pompa kucuk,mutfak eşya gereçleri
bayan likrali corap,iç giyim aksesuar
cappy m.suyu 200ml kayisi,gazsız içecek
içim link aroma 250ml visne,gazsız içecek
halk gofret muzlu 120gr,büskivi çerez
cif krem 500 ml amonyakli,ev temizleyici
cif krem dogal seri 500 ml,ev temizleyici
nix soda matik 750 kg,çamaşır yikama
lofçali soda matik 500 gr,çamaşır yikama
artcraft truva cam kase renkli 6 li,mutfak eşya gereçleri
artcraf su bardagi kelebek 6'li,mutfak eşya gereçleri
artcraft çay bardagi diva 6'li,mutfak eşya gereçleri
mavi yesil light biskuvi kakao kr. kep.bis.90 gr,büskivi çerez
sener uzum pekmezi 400 gr,kahvaltılık
carte dor puding kakaolu 154 gr.,unlu mamüller
içim kefir sut 275 ml sise,süt
ülker mix kraker 150gr 574-1,büskivi çerez
ülker gofret 220 gr vanilya,büskivi çerez
kuzu filoto,kirmizi et
selpak 32 li tuv.kagidi,wc kağitlari
doğuş b.label 25li 2 paket,çay kahve
soke un 5kg,unlu mamüller
canbebe max temizlik havlusu 88,islak mendil havlu
orkid yaprak light bahar cicekleri,hijyenik pedler
orkid maxi kanatli gece 8 li,hijyenik pedler
orkid ultra kanatli normal eko 20 adet,hijyenik pedler
kent 375 gr miss bonbon kahveli sutlu bonbon,bayramlik
pınar mangal sucuk,et şarküteri
h.sakir sac kremi bal ve yumurta ozlu,saç bakım
extrem sac bakim yaği,parfüm deodorant
kosla vanish hali makine 900 ml,ev temizleyici
bingo ultra cam.suyu 750 ml banyo,çamaşır yikama
doğuş form tea 20 poset çilekli,çay kahve
doğuş tomurcuk earl grey ten. kutu 125 gr,çay kahve
lipton doğu karadeniz pouch 100'lü,çay kahve
kebir yogurt 1000 gr.,yoğurt
sutas ucgen eritme peyniri,peynir
head shoulders 400ml limon tazeligi,saç bakım
hobby classic losyon 300 ml,saç bakım
pınar beyaz peynir 8*20gr.,peynir
akat gardi sac spreyi 450 ml,saç bakım
elidor 700ml samp. isildayan parlaklik firça hediy,saç bakım
colgate maxfresh 125ml cool mint,ağız bakim
tamek konsr yaprak sarma 200gr,hazır yemekler
disney çilek aromali süt 200ml,süt
pınar ucgen peynir cheddarli 8 li,peynir
h.sakir samp.in1 kepek adaçayi,saç bakım
k.kukrer elma sirke 500ml cam,hazır yemekler
head shoulders 400ml erkekler icin,saç bakım
glade automatic sprey 3 al 2 ode sigara k yok eder,ev temizleyici
kitel,bakliyat
sensodyne beyazlatici 100 ml,ağız bakim
pantene 400ml şampuan nem terapisi,saç bakım
elidor 1000ml samp.işildayan parlaklik,saç bakım
elseve aninda onar.bakim color-vive 300ml,saç bakım
dove şampuan 400ml boyali saclar,saç bakım
colgate total 125 ml p.temizlik 1 alana 1bedava,ağız bakim
fidanlar yeni bahar 50 gr,tuz baharat
sensodyne jel beyazlatici 100 ml,ağız bakim
sensodyne jel coklu 100 ml,ağız bakim
sitil premium parlatici sunger kutulu kahve,ev temizleyici
koska recel incir 380 gr,kahvaltılık
koska recel ayva 380 gr,kahvaltılık
dove body silk krem 150 ml kvnz,vucut el bakimı
mr.muscle klozet jel citrus,ev temizleyici
oral-b gargara 3d white luxe 250 ml,ağız bakim
f saff karton bardak,mutfak eşya gereçleri
sera firin torbasi,mutfak eşya gereçleri
dove şampuan 700ml 2si 1 arada kepege karsi,saç bakım
dr.oetker puding çilekli 125gr,unlu mamüller
f neffis tahin 550 gr,kahvaltılık
nascita far aplikatoru 5'li,makyaj malzemeleri
colgate d.f. diseti rahatligi 1+1 gum comfort,ağız bakim
lux sabun 90 gr kiraz ozlu,duş banyo
ülker hanimeller 110 gr.118-,büskivi çerez
eti crax cok ince sade kraker 40gr,büskivi çerez
eti negro mini 40 gr,büskivi çerez
artcraft çay bardagim optikli,mutfak eşya gereçleri
h.sakir dus jeli sut hanimeli 250ml,duş banyo
fax 5 li guzellik sabunu muge 350 gr,duş banyo
k.kukrer nar eksili sos 250 ml.,tuz baharat
pınar cesni ketcap 500 gr,hazır yemekler
rexona women sexy deo 150 ml,parfüm deodorant
emotion deo sprey 150ml romance,parfüm deodorant
wella koleston kopuk boya 8/0 acik kumral,saç bakım
penguen tursu avrupa 670 gr,hazır yemekler
h.sakir sıvı sab. 400ml h.ceviz,duş banyo
bingosil fresh 1lt ates cicekleri,ev temizleyici
vernel 4lt gulun buyusu yumusatici,çamaşır yikama
vernel 4lt hibiskus gül yumusatici,çamaşır yikama
"vernel 1,5 lt max jabon gullu&itir cicegi",çamaşır yikama
vernel 2lt mavi esinti yumusatici,çamaşır yikama
fax sıvı el sabunu 2 kg cream,duş banyo
argem krema pompasi,mutfak eşya gereçleri
penguen tursu aci biber 300g,hazır yemekler
pınar hardal 175gr cam,hazır yemekler
sek sut light 200 ml. dayanikli,süt
ülker ikram 400gr findik kremali,büskivi çerez
borcam firin kabi 59084,mutfak eşya gereçleri
maret fıstıklı salam 250g,et şarküteri
colgate d.f. zigzag 2+1 orta,ağız bakim
duru 460 gr fruity guzellik sabunu,duş banyo
bingosil krem 470ml.amonyakli yeni,ev temizleyici
ariel matik 5 kg beyaz cicekler 3 d actives,çamaşır yikama
"omo matik 1,5 kg color",çamaşır yikama
sener harnup pekmezi 400 gr,kahvaltılık
içim puding muzlu 125gr,unlu mamüller
bien croissant double 50gr,büskivi çerez
ülker cici balik kraker 145gr,büskivi çerez
cif sıvı krem c.suyu katkili 500ml,ev temizleyici
signal d.f.sensitive ultra reach,ağız bakim
fax 5 li guzellik sabun lavanta 350 gr,duş banyo
eti çay keyfi kakaolu kurabiye 141 gr,büskivi çerez
dimes 1 lt meyve suyu portakal,gazsız içecek
yaren renga mor boyali tuzluk 90cc,mutfak eşya gereçleri
saray prens bisk.4'lu,büskivi çerez
pınar organik sut 1000ml,süt
ülker halley -340- 30 gr,büskivi çerez
halk m. suyu 200ml yeni kayisi,gazsız içecek
h.sakir dus jeli 250ml h.cevizi sutu,duş banyo
palmolive sab.90gr.naturals rose,duş banyo
pastavilla arpa sehriye,makarna
pınar piknik bal 6 li,dondurulmuş gida
super fresh kayseri manti 450 gr,dondurulmuş gida
solo ultra havlu 12 li,havlu kağitlari
selpak mendil mentollu,kağit mendiller
selpak mendil 10 lu antibakteriyel,kağit mendiller
kosla vanish hali elde 900 ml,ev temizleyici
s.brite temizlik seti yeni,ev temizlik gereçleri
maret soyulmus sosis 9 lu,et şarküteri
pastavilla makarna burgu 500 gr.,makarna
filiz makarna sebzeli burgu 350gr,makarna
pastavilla irmik 500 gr.,makarna
ankara makarna bukle 500gr,makarna
domestos ultra 2lt .yaz gunesi,çamaşır yikama
papia mendil tekli,kağit mendiller
champion bardak25li seylan çayi,çay kahve
çaykur burcum yesil çay 100gr,çay kahve
hekimoglu un 10 kg,unlu mamüller
çaykur yesil süzen çay 25ad limonlu,çay kahve
duru 700ml saç kremi cok kuru saclara,saç bakım
bizim makarna yuksuk,makarna
ankara makarna firin 500gr,makarna
vileda temizlik bezi %30 mikrofiber,ev temizlik gereçleri
vileda style temizlik bezi 3'lu,ev temizlik gereçleri
vileda mikrofiber cam bezi,ev temizlik gereçleri
